data_captura,conjunto,arquivo_origem,registro_hash,auditor,bairro,bairro_resp,categ_reg,cd_cvm,cep,cep_resp,cnpj_auditor,cnpj_cia,compl,compl_resp,controle_acionario,ddd_fax,ddd_fax_resp,ddd_tel,ddd_tel_resp,denom_comerc,denom_social,dt_cancel,dt_const,dt_ini_categ,dt_ini_resp,dt_ini_sit,dt_ini_sit_emissor,dt_reg,email,email_resp,fax,fax_resp,logradouro,logradouro_resp,motivo_cancel,mun,mun_resp,pais,pais_resp,resp,setor_ativ,sit,sit_emissor,tel,tel_resp,tp_ender,tp_merc,tp_resp,uf,uf_resp
2026-06-18,cvm_cadastro_companhias_abertas,,4c06a94ea722a2e2e2383435,ALEXANDRE MOREIRA DE SOUSA,,,,7927,1519000,1519000,00.000.145/2118-00,61.080.198/0001-55,,,PRIVADO,,0011,11,11,LAFER,LAFER SA INDUSTRIA E COMERCIO,1988-02-29,,,1977-07-20,1988-02-29,,1977-07-20,,,,,"R. LAVAPES, 6","R. LAVAPES, 6",ENQUADRAMENTO EXCEÇÕES DA INSTR. CVM 03/78,SÃO PAULO,SÃO PAULO,BRASIL,,IDEL BLAJ,"Construção Civil, Mat. Constr. e Decoração",CANCELADA,,2786722,2786722,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,25a3273c86587702cdc2fcd7,KPMG AUDITORES ASSOCIADOS,ITAIM BIBI,COPACABANA,,21229,4538132,2207-00-01,52.803.244/0001-06,09.017.691/0001-00,7º ANDAR,3716,PRIVADO HOLDING,11,21,11,21,LAHOTELS S.A.,LAHOTELS S.A.,2009-02-18,2007-06-11,,2007-12-18,2009-02-18,,2007-11-29,vanessa.oliveira@gp.com.br,cesar@latinamericahotels.com.br,3556-55-35,3222-98-03,"AV. BRIGADEIRO FARIA LIMA,3900",AVENIDA ATLâNTICA,ELISÃO POR INCORPORAÇÃO,SÃO PAULO,RIO DE JANEIRO,BRASIL,,PIETER JACOBUS FRANCISCUS VAN VOORST VADER,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,,3556-55-55,3222-97-15,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,c5991b87fa98f3397266381e,,,,,7943,9220901,9250000,,57.483.190/0001-62,,,PRIVADO,11,0011,11,11,LAMINACAO NAC METAIS,LAMINACAO NACIONAL METAIS SA,1985-06-18,,,1981-03-13,1985-06-18,,1981-03-13,,,4476055,,RUA DR JULIO PIGNATARI 109,"R.DR.JULIO PIGNATARI, 109",ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SANTO ANDRÉ,SÃO PAULO,BRASIL,,MARCO ANTONIO RADUAN,Metalurgia e Siderurgia,CANCELADA,,4464400,4464400,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,ce3f7e4300e060955afc19c3,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,,,,12912,9220901,1013000,61.562.112/0001-20,57.483.190/0001-62,,,PRIVADO,11,0011,11,11,LAMINACAO NAC METAIS,LAMINACAO NACIONAL METAIS SA,1997-06-17,,,1986-07-21,1997-06-17,,1986-07-21,,,4476055,,RUA DR JULIO PIGNATARI 109,R XV DE NOVEMBRO 324,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SANTO ANDRÉ,SÃO PAULO,BRASIL,,HELIO BLAK,Metalurgia e Siderurgia,CANCELADA,,4464400,2390711,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6f76ff89ce9209071f93152f,MARTINELLI AUDITORES,,,,15105,8145-01-40,8145-01-40,79.370.466/0001-39,58.900.754/0001-88,,,PRIVADO,41,0041,41,41,LANDIS GYR INEPAR,LANDIS GYR INEPAR,1999-07-15,,,1995-10-31,1999-07-15,,1995-10-31,,,3411616,3411616,R HASDRUBAL BELLEGARD 400,R HASDRUBAL BELLEGARD 400,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,CURITIBA,CURITIBA,BRASIL,,CESAR ROMEU FIEDLER,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,,3411212,3411212,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PR,PR
2026-06-18,cvm_cadastro_companhias_abertas,,9d6be3164ce3897baf658ebe,BOCK & CIA  AUDITORES S/C,GALOPOLIS,GALOPOLIS,,7951,9509-00-50,9509-00-50,87.729.190/0001-60,91.664.706/0001-03,,,PRIVADO,54,54,54,54,LANIFICIO SEHBE,LANIFICIO SEHBE SA IND E EXP,2005-12-20,,,1938-03-28,2005-12-20,,1938-03-28,,,2841718,2841718,"RUA ISMAEL CHAVES, 100",EST FEDERAL BR-116 KM 160,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,CAXIAS DO SUL,CAXIAS DO SUL,BRASIL,,MAURO CORSETTI,Têxtil e Vestuário,CANCELADA,,2841211,2841211,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,2b2a508a7174e9dc1545a350,ADCON AUDITORIA CONTL EMP SC,,,,7960,6510-00-00,6005-00-00,05.722.327/0001-90,06.041.065/0001-61,,,PRIVADO,,0085,85,85,LAPSA,LAPSA LATICINIOS PERIZES SA,2005-08-09,,,1977-07-20,2005-08-09,,1977-07-20,,,,,KM 55 BR 135 S/N,AV CELINO BARROSO 92 B.FATIMA,CANCELAMENTO DE OFÍCIO C/BASE INSTR. CVM 287/98,ROSÁRIO,FORTALEZA,BRASIL,,JOSE VALDES DE ABREU MACHADO,"Agricultura (Açúcar, Álcool e Cana)",CANCELADA,,2318811,2318811,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MA,CE
2026-06-18,cvm_cadastro_companhias_abertas,,b4fe98ffc1e9309338fcb81a,,,,,12114,1013000,,,44.076.123/0001-81,,,PRIVADO,,,11,,LARAMO,LARAMO SA,1985-07-23,,,,1985-07-23,,1984-12-07,,,,,"RUA XV DE NOVEMBRO, 228/10 AND",,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,SÃO PAULO,,BRASIL,,,Outras Atividades Industriais,CANCELADA,,2358211,,SEDE,,,SP,
2026-06-18,cvm_cadastro_companhias_abertas,,af42e1065297cf8e186dc6fd,RSM BRASIL AUDITORES INDEPENDENTES LTDA.,Vila Andrade,HIGIENóPOLIS,Categoria A,7978,5727220,1223010,16.549.480/0001-84,60.631.090/0001-40,cj 41,5º ANDAR,PRIVADO,11,11,11,11,LARK,LARK SA MAQ E EQUIPAMENTOS(Massa Falida Administrada Judicialmente p/Soc.Advogados Mandel Advocacia),2015-06-18,1964-07-06,2010-01-01,2012-04-30,2015-06-18,2013-09-26,1977-07-20,lark@lark.com.br,mandeladvocacia@mandeladvocacia.com.br,5524-25-00,3237-26-53,"R. Engenheiro Antonio Jovino, 220, Ed. Tivoli Center, 4º and","RUA GENERAL JARDIM, 808",CANCELAMENTO DE OFÍCIO,SÃO PAULO,SÃO PAULO,BRASIL,,JULIO KAHAN MANDEL,"Máquinas, Equipamentos, Veículos e Peças",CANCELADA,FALIDA,3318-35-00,3124-16-50,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,837c999425dd6cb8ddb2ca26,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,IPANEMA,IPANEMA,,18643,2241-00-02,2241-00-02,61.562.112/0001-20,02.628.033/0001-06,,,ESTRANGEIRO HOLDING,21,21,21,21,LATINVEST ONLINE S/A,LATINTECH CAPITAL S/A,2001-06-12,1998-06-30,,2000-03-27,2001-06-12,,2000-03-27,www.latintechcapital.com.br,esoares@latintechcapital.com.br,3813-77-43,3813-77-43,"R VISC DE PIRAJÁ, 414 / 1403",R VISC PIRAJÁ 414 / 1403,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,EDUARDO FELIPE DA SILVA SOARES,Emp. Adm. Participações,CANCELADA,,2278200,2278230,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,9ed4ba1d280ce58581136c95,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA,Bairro Consolação,Consolação,Categoria A,25062,1228200,1228200,54.276.936/0001-79,26.462.693/0001-28,8º andar CJ 84,8º andar Conj. 84,PRIVADO,,,11,11,,LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A,,2016-09-28,2020-08-31,2020-06-19,2020-08-31,2020-07-08,2020-08-31,ri@lavvi.com.br,ri@lavvi.com.br,,,"Avenida Angélica, 2346","Avenida Angélica, 2346",,SÃO PAULO,SÃO PAULO,BRASIL,,Sandra Esthy Attié Petzenbaum,"Construção Civil, Mat. Constr. e Decoração",ATIVO,FASE OPERACIONAL,4210-13-77,4210-13-77,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,6d1fa6bdff91f4a6c084daa0,VILLELA E ASSOCIADOS AUDITORIA E CONSULTORIA S/S,ITAIM BIBI,Jardim Paulistano,Categoria B,23558,1451010,1451917,07.071.420/0001-08,21.414.457/0001-12,CONJUNTO 204,Conj. 1022,PRIVADO,11,,11,11,LEADS CIA. SECURITIZADORA,LEADS CIA. SECURITIZADORA,,2014-10-15,2015-02-03,2025-08-15,2015-02-03,2015-12-31,2015-02-03,julia.freixo@leadsec.com.br,ricardo.xavier@nscapital.com.br,3113-00-76,,"RUA IGUATEMI, 192","Avenida Brigadeiro Faria Lima, 1572",,SÃO PAULO,SÃO PAULO,BRASIL,,Ricardo Batista de Siqueira Xavier,Securitização de Recebíveis,ATIVO,FASE OPERACIONAL,3113-00-76,971327587,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,8cba238f0ebaa156b9f558f2,PRICEWATERHOUSECOOPERS AUDITORES INDEPENDENTES LTDA.,CHACARA ITAIM,CHACARA ITAIM,,13919,4578000,4578000,61.562.112/0001-20,03.120.821/0001-50,,,PRIVADO,11,0011,011,11,LEASING BMC SA A M,LEASING BMC SA ARREND MERC,1998-11-18,,,1991-10-17,1998-11-18,,1991-10-17,,,5503-76-01,5503-76-01,AV NACOES UNIDAS 12.995/23 AND,AV NACOES UNIDAS 12.995/23 AND,ATENDIMENTO AS NORMAS DA INSTR CVM 229/95,SÃO PAULO,SÃO PAULO,BRASIL,,FRANCISCO JAIME N. P. FILHO,Arrendamento Mercantil,CANCELADA,,5503-75-00,5503-77-32,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,a60dd6bfb33205531b316100,ERNST   WHINNEY SC,,,,8001,9024-00-00,1013000,61.227.013/0001-92,87.876.033/0001-88,,,PRIVADO,,0011,0512,11,LEE,LEE SA IND DE CONFECCOES,1987-11-13,,,1982-08-10,1987-11-13,,1982-08-10,,,,,RUA FREDERICO MENTZ 1455,"RUA BOA VISTA, 185 - 5 ANDAR",ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,PORTO ALEGRE,SÃO PAULO,BRASIL,,ANTONIO CARLOS L C DE ALMEIDA,Têxtil e Vestuário,CANCELADA,,425988,425988,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,SP
2026-06-18,cvm_cadastro_companhias_abertas,,37d61c30e2e03cf8c0d21688,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,2° Dist. Industrial,2° Dist. Industrial,Categoria B,27383,1480-81-59,1480-81-59,49.928.567/0001-11,00.873.894/0001-24,Bloco I,Bloco I,PRIVADO,,,16,16,LET'S RENT A CAR S.A.,LET'S RENT A CAR S.A.,,1995-10-09,2023-09-29,2023-09-27,2023-12-18,2023-09-29,2023-12-18,rilets@lets.com.br,rilets@lets.com.br,,,"Via de Acesso Engenheiro Ivo Najm, 3800,","Via de Acesso Engenheiro Ivo Najm, 3800",,ARARAQUARA,ARARAQUARA,BRASIL,,André Luiz Chieppe,Serviços Transporte e Logística,ATIVO,FASE OPERACIONAL,2108-56-00,2108-56-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,5fb12f55c5402d45ef743666,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Jardim Paulistano,VILA CORDEIRO,Categoria A,17442,1489900,4583904,49.928.567/0001-11,02.390.206/0001-09,200 9º andar,6 ANDAR,PRIVADO,11,11,11,11,LF TEL SA,LF TEL SA,2014-12-11,1997-09-30,2010-01-01,1998-07-02,2014-12-11,2000-12-31,1998-07-02,alegey@gj.com.br,alegey@gj.com.br,3137-70-97,3048-72-99,Rua Angelina Maffei Vita,"AV. DR, CHUCRI ZAIDAN, 920 - 1",CANCELAMENTO VOLUNTÁRIO,SÃO PAULO,SÃO PAULO,BRASIL,BRASIL,ALEXANDRE JEREISSATI LEGEY,Emp. Adm. Part. - Telecomunicações,CANCELADA,FASE OPERACIONAL,3137-70-67,3048-72-55,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,f0a5b03a2e6ea34ae7e1d5a3,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,CIDADE VERA CRUZ,CIDADE VERA CRUZ,Categoria A,25666,7493-46-00,7493-46-00,61.366.936/0001-25,01.468.594/0001-22,", LOTE 31, CONDOMÍ",CIDADE EMPRESARIAL,PRIVADO,,62,,62,LG INFORMÁTICA S.A.,LG INFORMÁTICA S.A.,2022-05-12,1985-08-08,2021-04-06,2022-02-10,2022-05-12,2021-02-08,2021-04-06,,ri@lg.com.br,,3928-90-12,"PRIMEIRA AVENIDA, QUADRA 1-B","PRIMEIRA AVENIDA, N31 QUA 1B",CANCELAMENTO VOLUNTÁRIO,APARECIDA DE GOIÂNIA,APARECIDA DE GOIÂNIA,,,FELIPE VIEIRALVES AZEVEDO,Comunicação e Informática,CANCELADA,FASE OPERACIONAL,,3928-90-12,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,GO,GO
2026-06-18,cvm_cadastro_companhias_abertas,,25b82e20a345efbb7aeac462,PEMOM AUDITORES INDEPENDENTES LTDA.,Jardim Pompeia,JARDIM POMPEIA,Categoria B,24198,1334-50-40,1334-50-40,18.227.733/0001-29,26.173.550/0001-04,sala 404,SALA 404,PRIVADO,,0,19,19,LGT HUB S/A,LGT HUB PARTICIPAÇÕES S/A,2018-06-18,2016-09-15,2017-08-28,2017-05-08,2018-06-18,2017-06-12,2017-08-28,rafael@atividadeimobiliaria.com.br,gbonini@longitude.com.br,,0,"Rua das Orquídeas, 737","RUA DAS ORQUIDEAS, 737",CANCELAMENTO VOLUNTÁRIO,INDAIATUBA,INDAIATUBA,BRASIL,,GUILHERME FERNANDES BONINI,"Emp. Adm. Part. - Const. Civil, Mat. Const. e Decoração",CANCELADA,FASE PRÉ-OPERACIONAL,8596-59-08,9990-84-80,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,SP,SP
2026-06-18,cvm_cadastro_companhias_abertas,,990f35aa4397c2b4bb10804f,KPMG AUDITORES ASSOCIADOS,CENTRO,CENTRO,,18295,2003-00-21,2003-00-21,52.803.244/0001-06,33.813.452/0001-41,,,PRIVADO,21,21,21,21,TERMINAL 37,LIBRA TERMINAIS SA,2002-11-11,1973-03-08,,1999-06-09,2002-11-11,,1999-06-09,borges@grupolibra.com.br,borges@boreal.com.br,2277-32-32,2277-32-77,"AV PRESIDENTE WILSON, 231/29º","AV PRESIDENTE WILSON, 231/29º",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,RONALDO BORGES,Serviços Transporte e Logística,CANCELADA,,2277-32-32,2277-32-32,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,3377aa4e9c470a03c4260668,KPMG AUDITORES ASSOCIADOS,CENTRO,CENTRO,,17574,2003-00-21,2003-00-21,52.803.244/0001-06,02.373.383/0001-79,ANDAR PTE,ANDAR PTE,PRIVADO,21,21,21,21,LIBRA TERMINAL 35 S.A.,LIBRA TERMINAL 35 SA,2002-11-11,1998-01-24,,1998-07-24,2002-11-11,,1998-07-24,lpessoa@grupolibra.com.br,borges@boreal.com.br,2263-00-36,2263-00-36,"AV. PRESIDENTE WILSON,231-29º","AV. PRESIDENTE WILSON,231-29º",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,RONALDO BORGES,Serviços Transporte e Logística,CANCELADA,,2272-24-00,2272-24-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,48f06497752af0025acdbbb1,,Caju,,,17582,2093-16-70,,,02.373.517/0001-51,n/a,,PRIVADO,11,,11,,LIBRA TERMINAL RIO S/A,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,2005-01-17,1998-01-24,,,2005-01-17,,1998-07-24,francis.silva@grupolibra.com.br,,3563-36-40,,"Rua General Gurjão, nº 105",,ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,RIO DE JANEIRO,,BRASIL,,,Serviços Transporte e Logística,CANCELADA,,3563-36-00,,SEDE,,,RJ,
2026-06-18,cvm_cadastro_companhias_abertas,,967cb2ddf40d9a1b3569372b,BDO RCS AUDITORES INDEPENDENTES - SOCIEDADE SIMPLES LIMITADA,Caju,CAJU,Categoria B,23434,2093-16-70,2093-16-70,54.276.936/0001-79,02.373.517/0001-51,n/a,,PRIVADO,11,0,11,21,LIBRA TERMINAL RIO S/A,LIBRA TERMINAL RIO S.A. - EM RECUPERAÇÃO JUDICIAL,2020-05-08,1998-01-27,2014-07-14,2019-12-13,2020-05-08,2014-03-28,2014-07-14,francis.silva@grupolibra.com.br,raphael.goncalves@ictsirio.com.br,3563-36-40,0,"Rua General Gurjão, nº 105","RUA GENERAL GURJÃO, 105",CANCELAMENTO VOLUNTÁRIO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,RAPHAEL PAZZETTO GONÇALVES,Serviços Transporte e Logística,CANCELADA,FASE OPERACIONAL,3563-36-00,3265-80-40,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,39426a1448b0c088ccc0262e,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,SÃO LUIZ,SÃO LUIZ,Categoria B,21547,3127-07-50,3127-07-50,49.928.567/0001-11,04.169.411/0001-66,,2º ANDAR - BLOCO A,PRIVADO HOLDING,31,31,31,31,LIDER AVIAÇÃO HOLDING S/A,LIDER AVIAÇÃO HOLDING S/A,2010-02-05,2000-01-01,2010-01-01,2008-03-31,2010-02-05,,2008-07-14,ri@ideraviacao.com.br,ri@lideraviacao.com.br,3490-45-20,3490-45-20,"AVENIDA SANTA ROSA, 123/2º AND","AVENIDA SANTA ROSA, 123",CANCELAMENTO VOLUNTÁRIO,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,RONALDO RIBEIRO SILVA,Emp. Adm. Part. - Serviços Transporte e Logística,CANCELADA,,3490-46-80,3490-46-80,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,f5d11bd54c4c19f2678296d8,MATTOSO AUDITORES INDEPENDENTES & ASSOCIADOS LTDA.,,,,8010,3127-00-00,3127-00-00,18.692.848/0001-94,17.162.579/0001-91,,,PRIVADO,,0031,31,31,LIDER TAXI AEREO,LIDER TAXI AEREO SA,1989-02-01,,,1977-07-20,1989-02-01,,1977-07-20,,,,,"AV.SANTA ROSA, 123",AV SANTA ROSA 123,ATENDIMENTO AS NORMAS DA INSTR CVM 03/78,BELO HORIZONTE,BELO HORIZONTE,BRASIL,,ALTAMIRANDO RIBEIRO SILVA,Serviços Transporte e Logística,CANCELADA,,4419088,4419088,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,fc8be59377319b427d5df60a,ERNST & YOUNG AUDITORES INDEPENDENTES S/S LTDA.,Fragata,Fragata,Categoria A,24872,9605-00-80,9605-00-80,61.366.936/0001-25,02.357.251/0001-53,350 A,350 A,PRIVADO,11,,11,11,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,LIFEMED INDUSTRIAL DE EQUIP. E ART. MEDICOS E HOSP. S.A.,,1997-12-22,2019-11-08,2026-05-12,2019-11-08,2019-07-30,2019-11-08,marcos.reis@lifemed.com.br,marcos.curimbaba@lifemed.cim.br,5564-32-32,,Rua Giuseppe Mattea,Rua Giuseppe Mattea,,PELOTAS,PELOTAS,BRASIL,,Marcos Antonio Curimbaba,"Máquinas, Equipamentos, Veículos e Peças",ATIVO,FASE OPERACIONAL,5564-32-32,5564-32-32,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RS,RS
2026-06-18,cvm_cadastro_companhias_abertas,,feb10aee3098fb16333cce5d,PERFORMANCE AUDITORIA E CONSULTORIA EMPRESARIAL SOCIEDADE SIMPLES,CENTRO,CENTRO,Categoria A,16691,2003-00-21,2003-00-21,41.968.512/0001-23,02.217.325/0001-56,28º ANDAR,28° ANDAR,PRIVADO HOLDING,21,21,21,21,LIGAFUTEBOL S.A.,LIGA FUTEBOL SA,2013-01-15,1997-10-02,2010-01-01,2011-05-05,2013-01-15,1997-12-08,1997-12-08,gar@opportunity.com.br,gar@opportunity.com.br,3804-34-80,3804-34-80,"AV. PRESIDENTE WILSON , Nº231","AV. PRESIDENTE WILSON, 231",CANCELAMENTO VOLUNTÁRIO,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,MARCOS NASCIMENTO FERREIRA,Emp. Adm. Part. - Sem Setor Principal,CANCELADA,FASE OPERACIONAL,3804-37-00,3804-37-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,277f1abeda67f61b7e54daa7,MATTOSO AUDITORES INDEPENDENTES & ASSOCIADOS LTDA.,DIST.INDUSTRIAL,FLORESTA,,8028,3927-00-00,3011-00-70,18.692.848/0001-94,17.221.771/0001-01,1.000,,PRIVADO,38,31,38,31,LIASA,LIGAS DE ALUMINIO SA LIASA,2003-07-03,,,1977-10-20,2003-07-03,,1977-10-20,liasa@liasa.com.br,liasa@liasa.com.br,3741-27-40,3249-20-50,"AV. DR. JOSÉ PATRUS DE SOUSA,","AV. DO CONTORNO, 1977",ATENDIMENTO AS NORMAS DA INSTRUÇÃO CVM Nº 361/02,PIRAPORA,BELO HORIZONTE,BRASIL,,EDUARDO CARAM PATRUS,Metalurgia e Siderurgia,CANCELADA,,3749-67-00,3249-20-00,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,MG,MG
2026-06-18,cvm_cadastro_companhias_abertas,,d10ea7a31c0c47224ee7523b,"BKR - LOPES, MACHADO AUDITORES",Batel,Batel,Categoria B,27367,8042-00-11,8042-00-11,40.262.602/0001-31,04.368.865/0001-66,,,PRIVADO,,,43,41,LIGGA TELECOMUNICAÇÕES S.A.,LIGGA TELECOMUNICAÇÕES S.A.,,2001-04-04,2023-08-30,2026-04-24,2023-11-14,2023-12-01,2023-11-14,ri@liggavc.com.br,ri@liggavc.com.br,,,"Rua Vicente Machado, nº 1.001","Av. Vicente Machado, nº1001",,CURITIBA,CURITIBA,BRASIL,,Rosangela Miqueletti Martins de Oliveira,Telecomunicações,ATIVO,FASE OPERACIONAL,3375-12-80,3318-77-88,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,PR,PR
2026-06-18,cvm_cadastro_companhias_abertas,,fe4bc3e4ababe378e1bcdf99,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Centro,CENTRO,Categoria B,23000,2008-00-02,2008-00-02,49.928.567/0001-11,01.917.818/0001-36,168,BLOCO1 - 2º ANDAR,PRIVADO,21,0,21,21,LIGHT ENERGIA S.A,LIGHT ENERGIA S.A.,,1997-06-23,2013-01-11,2025-12-29,2013-01-11,2012-10-30,2013-01-11,notificacao@light.com.br,ri@light.com.br,2211-25-54,0,Av.Marechal Floriano,"AV. MARECHAL FLORIANO, 168",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,CARLOS VINICIUS DE SÁ RORIZ,Energia Elétrica,ATIVO,FASE OPERACIONAL,2211-28-14,2211-26-23,SEDE,,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,d6f4c8b7e0d098c3ede10786,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Centro,Centro,Categoria A,19879,2008-00-02,2008-00-02,49.928.567/0001-11,03.378.521/0001-75,168,"Bloco 1, 2° andar",PRIVADO,21,,21,21,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,LIGHT S.A. - EM RECUPERAÇÃO JUDICIAL,,1999-07-27,2010-01-01,2026-04-22,2005-12-12,2023-05-16,2005-12-12,ri@light.com.br,ri@light.com.br,2291-92-07,,Av.Marechal Floriano,"Avenida Marechal Floriano, 168",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Leonardo Pimenta Gadelha,Emp. Adm. Part. - Energia Elétrica,ATIVO,EM RECUPERAÇÃO JUDICIAL OU EQUIVALENTE,2211-29-80,2211-26-23,SEDE,BOLSA,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
2026-06-18,cvm_cadastro_companhias_abertas,,bf7cc69a7e57d80479aa47a2,DELOITTE TOUCHE TOHMATSU AUDITORES INDEPENDENTES LTDA.,Centro,Centro,Categoria B,8036,2008-00-02,2008-00-02,49.928.567/0001-11,60.444.437/0001-46,168,"Bloco 1, 2° andar",PRIVADO HOLDING,21,,21,21,LIGHT,LIGHT SERVIÇOS DE ELETRICIDADE SA,,1904-06-30,2010-01-01,2026-04-22,1968-11-25,1968-11-25,1968-11-25,ri@light.com.br,ri@light.com.br,2291-92-07,,Av.Marechal Floriano,"Avenida Marechal Floriano, 168",,RIO DE JANEIRO,RIO DE JANEIRO,BRASIL,,Leonardo Pimenta Gadelha,Energia Elétrica,ATIVO,FASE OPERACIONAL,2211-25-60,2211-26-23,SEDE,BALCÃO NÃO ORGANIZADO,DIRETOR DE RELAÇÕES COM INVESTIDORES,RJ,RJ
