codigo_ativo,empresa,serie,emissao,ipo,situacao,isin,registro_cvm_da_emissao,data_de_registro_cvm_da_emissao,registro_cvm_do_programa,data_de_registro_cvm_do_programa,data_de_emissao,data_de_vencimento,motivo_de_saida,data_de_saida_novo_vencimento,data_do_inicio_da_rentabilidade,data_do_inicio_da_distribuicao,data_da_proxima_repactuacao,ato_societario_1,data_do_ato_1,ato_societario_2,data_do_ato_2,forma,garantia_especie,classe,quantidade_emitida,artigo_14,artigo_24,quantidade_em_mercado,quantidade_em_tesouraria,quantidade_resgatada,quantidade_cancelada,quantidade_convertida_no_snd,quantidade_convertida_fora_do_snd,quantidade_permutada_no_snd,quantidade_permutada_fora_do_snd,unidade_monetaria,valor_nominal_na_emissao,valor_nominal_atual,data_ult_vna,indice,tipo,criterio_de_calculo,dia_de_referencia_para_indice_de_precos,criterio_para_indice,corrige_a_cada,percentual_multiplicador_rentabilidade,limite_da_tjlp,tipo_de_tratamento_do_limite_da_tjlp,juros_criterio_antigo_do_snd,premios_criterio_antigo_do_snd,amortizacao_taxa,amortizacao_cada,amortizacao_unidade,amortizacao_carencia,amortizacao_criterio,tipo_de_amortizacao,juros_criterio_novo_taxa,juros_criterio_novo_prazo,juros_criterio_novo_cada,juros_criterio_novo_unidade,juros_criterio_novo_carencia,juros_criterio_novo_criterio,juros_criterio_novo_tipo,premio_criterio_novo_taxa,premio_criterio_novo_prazo,premio_criterio_novo_cada,premio_criterio_novo_unidade,premio_criterio_novo_carencia,premio_criterio_novo_criterio,premio_criterio_novo_tipo,participacao_taxa,participacao_cada,participacao_unidade,participacao_carencia,participacao_descricao,banco_mandatario,agente_fiduciario,instituicao_depositaria,coordenador_lider,cnpj,deb_incent_lei_12_431,escritura_padronizada,resgate_antecipado,data_captura,conjunto,arquivo_origem,registro_hash
EABR11,ABRIL COMUNICACOES S/A,UNI,001,Não,Excluído,BREABRDBS027,CVM/SRE/DEB-2001/076,2001-11-06,,,2001-08-01,2004-08-01,01/07/2011 - RESGATE TOTAL ANTECIPADO,2011-07-01,2005-02-18,2001-11-13,-,AGE,2001-04-20,AGE,2001-10-15,Escritural,Real,Simples,3000,0,0,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,100000,0,2011-06-29,DI,Integrante de Juros,Não Padrão - SND,00,DU,,100,0,-,1.25% a.a 252 dias,,0,0000,MES,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,0,,,,,,,0,,,,,,,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DTVM LTDA.,BANCO BRADESCO S/A,UNIBANCO - UNIAO DE BCOS BRASILEIROS S/A,44597052000162,N,n,,2026-08-11,debêntures___características_de_emissões,,67c410ae81be5550a16c1709
EABR12,ABRIL COMUNICACOES S/A,UNI,002,-,Excluído,BREABRDBS035,DISPENSA ICVM 476/09,2010-10-20,,,2010-10-06,2013-10-07,01/04/2012 - RESGATE TOTAL ANTECIPADO,2012-04-03,2010-10-06,2010-10-21,-,AGE,2010-09-24,AGE,2010-10-15,Escritural,Flutuante,Simples,100,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000000,0,2012-04-02,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,0,0006,MES,2012-04-06,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,1.375,252,0006,MES,2011-04-06,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,SLW CVC LTDA.,BANCO BRADESCO S/A,,44597052000162,N,n,,2026-08-11,debêntures___características_de_emissões,,36c0149f3d2efe96f3ebfc98
EABR13,ABRIL COMUNICACOES S/A,UNI,003,-,Excluído,BREABRDBS043,DISPENSA ICVM 476/09,2011-06-29,,,2011-06-30,2016-06-30,20/02/2012 - RESGATE TOTAL ANTECIPADO,2012-02-20,2011-06-30,2011-06-30,-,AGE,2011-06-13,RCA,2011-06-13,Escritural,Quirografária,Simples,320,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000000,0,2012-02-16,DI,Integrante de Juros,Padrão - SND,00,DU,,100,0,-,-,,33.33,0012,MES,2014-06-30,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2,252,0006,MES,2011-12-30,Útil,Exponencial,0,000,,,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,44597052000162,N,n,,2026-08-11,debêntures___características_de_emissões,,6860e38dd8793123c93015d1
EABR14,ABRIL COMUNICACOES S/A,UNI,004,-,Excluído,BREABRDBS050,DISPENSA ICVM 476/09,2012-02-14,,,2012-01-30,2017-01-30,23/12/2014 - RESGATE TOTAL ANTECIPADO,2017-01-30,2012-01-30,,-,AGE,2012-01-23,RCA,2012-01-23,Escritural,Quirografária,Simples,450,,,000000000000,000000000000,000000000450,000000000000,,000000000000,,000000000000,R$,1000000,1000000,2014-12-22,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,33.33,0012,MES,2015-01-30,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.8,252,0006,MES,2012-07-30,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,44597052000162,N,n,S,2026-08-11,debêntures___características_de_emissões,,3335ea83ad9762742d2a35aa
EABR15,ABRIL COMUNICACOES S/A,UNI,005,-,Excluído,BREABRDBS068,DISPENSA ICVM 476/09,2012-03-29,,,2012-03-15,2017-03-15,23/12/2014 - RESGATE TOTAL ANTECIPADO,2017-03-15,2012-03-15,,-,AGE,2012-03-08,RCA,2012-03-08,Escritural,Flutuante,Simples,200,,,000000000000,000000000000,000000000200,000000000000,,000000000000,,000000000000,R$,1000000,1000000,2014-12-22,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,33.33,0012,MES,2015-03-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,2,252,0006,MES,2012-09-15,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BRADESCO KIRTON CTVM S/A,44597052000162,N,n,S,2026-08-11,debêntures___características_de_emissões,,a38c97610f3ad105b29a2b79
EABR16,ABRIL COMUNICACOES S/A,UNI,006,-,Excluído,BREABRDBS076,DISPENSA ICVM 476/09,2012-07-09,,,2012-06-18,2017-06-18,23/12/2014 - RESGATE TOTAL ANTECIPADO,2017-06-18,2012-06-18,,-,AGE,2012-06-06,RCA,2012-06-06,Escritural,Quirografária,Simples,150,,,000000000000,000000000000,000000000150,000000000000,,000000000000,,000000000000,R$,1000000,1000000,2014-12-22,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,20,0006,MES,2015-06-18,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.75,252,0006,MES,2012-12-18,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,44597052000162,N,n,S,2026-08-11,debêntures___características_de_emissões,,007c3abdea56e2fec15cd64b
EABR17,ABRIL COMUNICACOES S/A,UNI,007,-,Excluído,BRABRLDBS048,DISPENSA ICVM 476/09,2013-04-25,,,2013-04-15,2018-04-15,23/12/2014 - RESGATE TOTAL ANTECIPADO,2018-04-15,2013-04-15,2013-04-26,-,AGE,2013-04-12,RCA,2013-04-12,Escritural,Flutuante,Simples,150,,,000000000000,000000000000,000000000150,,,000000000000,,000000000000,R$,1000000,1000000,2014-12-22,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,14.29,0006,MES,2015-04-15,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.6,252,0003,MES,2013-07-15,Útil,Exponencial,,,,,,-,-,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BCO SANT. (BR) SA P/INCORP SANT BRASIL,44597052000162,N,n,S,2026-08-11,debêntures___características_de_emissões,,7abdae8a8238ca14fbb198f0
EABR18,ABRIL COMUNICACOES S/A,UNI,008,-,Excluído,BRABRLDBS055,DISPENSA ICVM 476/09,2014-12-19,,,2014-12-17,2024-05-31,22/08/2018 - VENCIMENTO TOTAL ANTECIPADO,2024-05-31,2014-12-17,2014-12-22,-,AGE,2014-12-08,RCA,2014-12-08,Escritural,Quirografária,Simples,772000,,,000000107384,000000000000,000000639489,,,000000000000,,000000000000,R$,1000,931.17739,2018-08-21,DI,,Não Padrão - SND,,-,,100,0,-,2.6% a.a 252 dias,,25,0012,MES,2021-05-31,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PLANNER TRUSTEE DISTRIBUIDORA DE TITULOS E VALORES MOBILIARIOS LTDA,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,44597052000162,N,n,S,2026-08-11,debêntures___características_de_emissões,,2358471fc465edf88ed90ca5
EANG11,CENTRAL EOLICA ANGICAL S.A.,UNI,001,-,Excluído,BREANGDBS009,DISPENSA ICVM 476/09,2013-08-19,,,2013-08-20,2016-08-18,30/06/2016 - RESGATE TOTAL ANTECIPADO,2016-08-18,2013-08-20,2013-08-20,-,RCA,2013-08-05,,,Escritural,Real,Simples,32200,,,000000000000,000000000000,000000032200,,,000000000000,,000000000000,R$,1000,93.546398,2016-06-29,DI,,Não Padrão - SND,,-,,100,0,-,2.05% a.a 252 dias,,-,-,,-,-,-,0,,,,,,,0,,,,,,,0,,-,,,BANCO BRADESCO S/A,PENTAGONO S/A DTVM,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,14570783000153,N,n,S,2026-08-11,debêntures___características_de_emissões,,be2a36de811dbe347242f0ee
EASY11,EASYPAR S/A,UNI,001,Não,Excluído,BREASYDBS019,SEP/GER/DEB - 98/070,1998-11-23,,,1998-06-15,2008-03-15,17/10/2003 - VENCIMENTO ANTECIPADO,,1998-06-15,,-,AGE,1998-06-22,,1998-11-05,Escritural,Subordinada,Simples,70000,,,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,000000000000,R$,1000,0,2003-10-15,IGP-DI,Correção Monetária,Não Padrão - SND,00,DC,,0,0,-,0  000,,0,0000,,-,-,-,0,,,,,,,0,,,,,,,0,0000,-,,,SEM BANCO LIQUIDANTE/MANDATARIO,SLW CVC LTDA.,ITAU UNIBANCO S/A,OLIVEIRA TRUST DTVM S/A,02535294000181,N,n,,2026-08-11,debêntures___características_de_emissões,,b2b96188f62fd158d3f4662e
EATE11,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,001,-,Excluído,BREATEDBS001,DISPENSA ICVM 476/09,2011-03-16,,,2011-03-16,2016-03-16,17/03/2016 - VENCIMENTO,2016-03-16,2011-03-16,,-,AGE,2011-02-23,,,Escritural,Quirografária,Simples,360,,,000000000000,000000000000,000000000360,000000000000,,000000000000,,000000000000,R$,1000000,18226.556795,2016-03-16,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2011-09-16,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.3,252,0001,MES,2011-09-16,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM SA,ITAU CV S/A,BRADESCO KIRTON CTVM S/A,04416935000104,N,n,S,2026-08-11,debêntures___características_de_emissões,,8b222049b1bcd76cf0294bef
EATE12,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,002,-,Excluído,BREATEDBS019,DISPENSA ICVM 476/09,2012-10-19,,,2012-10-19,2017-10-19,20/10/2017 - VENCIMENTO,2017-10-19,2012-10-19,,-,AGE,2012-09-28,,,Escritural,Quirografária,Simples,15000,,,000000000000,000000000000,000000015000,000000000000,,000000000000,,000000000000,R$,10000,2000,2017-10-19,DI,Integrante de Juros,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2013-04-19,-,Percentual variável sobre o valor nominal de emissão em períodos uniformes,0.9875,252,0006,MES,2013-04-19,Útil,Exponencial,0,000,,0 0,,-,-,0,0000,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM SA,ITAU CV S/A,ITAU UNIBANCO CISÃO PARCIAL  B ITAU BBA,04416935000104,N,n,S,2026-08-11,debêntures___características_de_emissões,,9b791cabda03c4644ee341b1
EATE13,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,003,-,Excluído,BREATEDBS027,DISPENSA ICVM 476/09,2014-03-17,,,2014-03-17,2019-03-17,19/03/2019 - VENCIMENTO,2019-03-17,2014-03-17,2014-03-17,-,AGE,2014-02-19,,,Escritural,Quirografária,Simples,27000,,,000000000000,000000000000,000000027000,,,000000000000,,000000000000,R$,10000,772,2019-03-15,DI,,Padrão - SND,,-,,100,0,-,-,,7.69,0003,MES,2016-03-17,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.15,252,0003,MES,2014-09-17,Útil,Exponencial,,,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM SA,ITAU CV S/A,BANCO ITAU-BBA S/A,04416935000104,N,n,S,2026-08-11,debêntures___características_de_emissões,,87e72a445c1c34c131da53b7
EATE14,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,004,-,Excluído,BREATEDBS043,DISPENSA ICVM 476/09,2014-08-19,,,2014-08-07,2020-08-07,,2020-08-07,2014-08-07,2014-08-20,-,AGE,2014-07-03,,,Escritural,Quirografária,Simples,15900,,,000000000000,000000000000,000000015900,,,000000000000,,000000000000,R$,10000,588.16,2020-08-07,DI,,Padrão - SND,,-,,109.75,0,-,-,,5.8824,0003,MES,2016-08-07,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0003,MES,2015-02-07,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,04416935000104,N,n,S,2026-08-11,debêntures___características_de_emissões,,d96846d530c669fd038edfa2
EATE15,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,001,005,-,Excluído,BREATEDBS050,DISPENSA ICVM 476/09,2016-09-21,,,2016-09-06,2019-09-06,09/09/2019 - VENCIMENTO,2019-09-06,2016-09-06,2016-09-22,-,AGE,2016-08-30,,,Escritural,Quirografária,Simples,12600,,,000000012600,000000000000,000000000000,,,000000000000,,000000000000,R$,10000,10000,2019-09-06,DI,,Padrão - SND,,-,,113,0,-,-,,-,-,,-,-,-,,,0001,MES,2016-10-06,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,4702b838a85552da91ec7c5e
EATE16,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,006,-,Excluído,BREATEDBS076,DISPENSA ICVM 476/09,2017-09-25,,,2017-09-26,2022-09-26,,2022-09-26,2017-09-26,2017-09-26,-,AGE,2017-08-31,,,Escritural,Quirografária,Simples,70000,,,000000000000,000000000000,000000070000,,,000000000000,,000000000000,R$,1000,18.172,2022-09-26,DI,,Padrão - SND,,-,,107.75,0,-,-,,1.8182,0001,MES,2018-03-26,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0001,MES,2018-03-26,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,OLIVEIRA TRUST DTVM S/A,ITAU CV S/A,BANCO BRADESCO BBI S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,a7020ea0f0f89f5156d9974a
EATE17,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,007,-,Excluído,BREATEDBS035,DISPENSA ICVM 476/09,2018-07-17,,,2018-06-26,2023-06-26,,2023-06-26,2018-07-18,2018-07-18,-,AGE,2018-06-19,,,Escritural,Quirografária,Simples,85000,,,000000000000,000000000000,000000085000,,,000000000000,,000000000000,R$,1000,18.172,2023-06-26,DI,,Padrão - SND,,-,,112,0,-,-,,1.8182,0001,MES,2018-12-26,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,,,0001,MES,2018-07-26,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,4085a6f7576094b3a3758767
EATE18,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,008,-,Excluído,BREATEDBS084,DISPENSA ICVM 476/09,2019-07-25,,,2019-07-17,2024-07-17,,2024-07-17,2019-07-29,2019-07-29,-,AGE,2019-07-11,,,Escritural,Quirografária,Simples,270000,,,000000000000,000000000000,000000270000,,,000000000000,,000000000000,R$,1000,1000,2024-07-17,DI,,Padrão - SND,,-,,108.6,0,-,-,,-,-,,-,-,-,,,0006,MES,2020-01-17,-,-,,-,,,,-,-,0,,-,,,BANCO BRADESCO S/A,OLIVEIRA TRUST DTVM S/A,BANCO BRADESCO S/A,BANCO BRADESCO BBI S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,502d58df4b6df15d1cfcf65d
EATE19,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,009,-,Registrado,BREATEDBS092,DISPENSA ICVM 476`09,2021-04-08,,,2021-04-06,2026-04-06,,2026-04-06,2021-04-08,2021-04-08,-,AGE,2021-03-30,,,Escritural,Quirografária,Simples,200000,,,000000000000,000000000000,000000200000,,,000000000000,,000000000000,R$,1000,500,2025-07-10,DI,,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2025-04-06,-,Percentual fixo sobre o valor nominal atualizado em períodos uniformes,1.9,252,0006,MES,2021-10-06,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,cd35f8d892bb10cc273cd5c6
EATE25,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,002,005,-,Excluído,BREATEDBS068,DISPENSA ICVM 476/09,2016-09-21,,,2016-09-06,2021-09-06,,2021-09-06,2016-09-06,2016-09-22,-,AGE,2016-08-30,,,Escritural,Quirografária,Simples,5400,,,000000000000,000000000000,000000005400,,,000000000000,,000000000000,R$,10000,10000,2021-09-06,DI,,Padrão - SND,,-,,116,0,-,-,,-,-,,-,-,-,,,0001,MES,2016-10-06,-,-,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,be6523a4021a1170084e67ec
EATEA0,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,010,-,Registrado,BREATEDBS0A8,DISPENSA ICVM 476/09,2022-05-13,,,2022-05-06,2027-05-06,,2027-05-06,2022-05-17,2022-05-05,-,AGE,2022-05-05,,,Escritural,Quirografária,Simples,110000,,,000000000000,000000000000,000000110000,,,000000000000,,000000000000,R$,1000,1000,2025-11-26,DI,,Padrão - SND,,-,,100,0,-,-,,50,0012,MES,2026-05-06,-,Percentual fixo sobre o valor nominal de emissão em períodos uniformes,1.8,252,0006,MES,2022-11-06,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO ITAU-BBA S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,24561f592ab0b6ddd4a8ac88
EATEA1,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,011,-,Registrado,BREATEDBS0B6,AUT/DEB/PRI/2023/395,2023-12-14,,,2023-12-06,2028-12-06,,2028-12-06,2023-12-26,2023-12-14,-,AGE,2023-12-05,,,Escritural,Quirografária,Simples,310000,,,000000310000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0012,MES,2026-12-06,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,1.65,252,0001,MES,2024-07-06,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO VOTORANTIM S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,40ebe46bc10716c7730be8a2
EATEA2,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,012,-,Registrado,BREATEDBS0C4,AUT/DEB/PRI/2024/567,2024-09-23,,,2024-09-06,2029-09-06,,2029-09-06,2024-09-27,2024-09-23,-,AGE,2024-09-06,,,Escritural,Quirografária,Simples,255000,,,000000255000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,DU,,100,0,-,-,,-,0006,MES,2028-03-06,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0.89,UTI,0006,MES,2025-03-06,-,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO VOTORANTIM S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,b6d7b9b952458c5ac6dabe81
EATEA3,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,001,013,-,Registrado,BREATEDBS0D2,AUT/DEB/PRI/2025/438,2025-06-18,,,2025-06-16,2030-06-16,,2030-06-16,2025-06-23,2025-06-23,-,AGE,2025-06-05,,,Escritural,Quirografária,Simples,87000,,,000000087000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2027-12-16,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0.67,252,0006,MES,2025-12-16,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,e61e74a3b6436ae17003a478
EATEA4,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,UNI,014,-,Registrado,BREATEDBS0F7,AUT/DEB/PRI/2025/808,2025-11-06,,,2025-11-06,2030-05-06,,2030-05-06,2025-11-07,2025-11-06,-,AGE,2025-10-27,,,Escritural,Quirografária,Simples,150000,,,000000150000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,DI,,Padrão - SND,,-,,100,0,-,-,,-,0006,MES,2029-05-06,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0.47,252,0006,MES,2026-05-06,Útil,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BCO VOTORANTIM S/A,04416935000104,N,,S,2026-08-11,debêntures___características_de_emissões,,bb353589dbc34e9b947f6377
EATEB3,EMPRESA AMAZONENSE DE TRANSMISSAO DE ENERGIA S.A.,002,013,-,Registrado,BREATEDBS0E0,AUT/DEB/PRI/2025/439,2025-06-18,,,2025-06-16,2030-06-16,,2030-06-16,2025-06-23,2025-06-23,-,AGE,2025-06-05,,,Escritural,Quirografária,Simples,250000,,,000000250000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1000,2026-08-11,IPCA,,Não Padrão - SND,,-,,-,0,-,7.4512% a.a 252 dias,,-,0006,MES,2028-12-16,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,0,,,,,,,0,,,,,,,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO SANTANDER (BRASIL) S/A,04416935000104,S,,N,2026-08-11,debêntures___características_de_emissões,,dea5bdf2d72e04c78c2017fb
EBAG12,EMPRESA BRASILEIRA DE AGREGADOS MINERAIS S/A,UNI,002,-,Excluído,BREBAGDBS004,DISPENSA ICVM 476/09,2015-04-27,,,2015-04-28,2021-06-28,03/08/2017 - AMORTIZACAO EXTRAORDINÁRIA,2021-06-28,2015-04-28,2015-04-28,-,AGE,2015-04-16,RCA,2015-04-16,Escritural,Real,Simples,4500,,,000000000000,000000000000,000000000000,000000004064,,000000000000,,000000000000,R$,10000,5648.857222,2017-08-02,DI,,Padrão - SND,,DU,,100,0,-,-,,-,-,,-,-,Percentual variável sobre o valor nominal atualizado em períodos não uniformes,7,UTI,0001,MES,2015-05-28,-,Exponencial,,-,,,,-,-,0,,-,,,ITAU UNIBANCO S.A.,PENTAGONO S/A DTVM,ITAU CV S/A,BANCO MODAL S.A,10476221000194,N,n,S,2026-08-11,debêntures___características_de_emissões,,d0f5442045ae4e9bf59b24ac
EBAS12,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA,UNI,002,-,Registrado,BREBASDBS009,AUT/DEB/PRI/2023/301,2023-10-20,,,2023-09-20,2028-09-20,,2028-09-20,2023-10-24,2023-10-23,-,AGE,2023-09-15,,,Escritural,Real,Simples,300000,,,000000000000,000000000000,000000300000,,,000000000000,,000000000000,R$,1000,864.86489,2026-02-19,DI,,Padrão - SND,,-,,100,0,-,-,,-,0001,MES,2025-09-20,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,2.94,252,0001,MES,2023-11-20,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BANCO MODAL S.A,13504675000110,N,,S,2026-08-11,debêntures___características_de_emissões,,af048aa3165e5824bbe4df21
EBAS13,EMPRESA BAIANA DE AGUAS E SANEAMENTO SA,UNI,003,-,Registrado,BREBASDBS017,AUT/DEB/PRI/2023/342,2023-11-21,,,2023-11-15,2035-11-15,,2035-11-15,2023-11-23,2023-11-21,-,AGE,2023-11-08,,,Escritural,Quirografária,Simples,220000,,,000000220000,000000000000,000000000000,,,000000000000,,000000000000,R$,1000,1139.00997,2026-08-11,IPCA,,Padrão - SND,15,-,,-,0,-,-,,-,0006,MES,2026-11-15,-,Percentual variável sobre o valor nominal atualizado em períodos uniformes,8.6,252,0006,MES,2024-05-15,Útil,Exponencial,,-,,,,-,-,0,,-,,,,VORTX DTVM LTDA.,,BANCO SANTANDER (BRASIL) S/A,13504675000110,S,,N,2026-08-11,debêntures___características_de_emissões,,a0cb6bce97e786a44742e576
